#,"English
{[@2#1~en~0@]}","Chinese (Simplified)
{[@2#1~zh-Hans~0@]}","Import Status 
"238
{[@1#8383#39677#36381849@]}",Checking,正在检查," 
{[@3#@]}"," 
{[@3#@]}",
"239
{[@1#8383#39677#36381850@]}",Checksum,检查和," 
{[@3#@]}"," 
{[@3#@]}",
"240
{[@1#8383#39677#36381851@]}",Circle,周期," 
{[@3#@]}"," 
{[@3#@]}",
"241
{[@1#8383#39677#36381852@]}",Classes,类," 
{[@3#@]}"," 
{[@3#@]}",
"242
{[@1#8383#39677#36381853@]}",Class of Service,服务类," 
{[@3#@]}"," 
{[@3#@]}",
"243
{[@1#8383#39677#36381854@]}",Click to sort,单击以排序," 
{[@3#@]}"," 
{[@3#@]}",
"244
{[@1#8383#39677#36381855@]}",Click here to return to the Start Screen,单击此处返回至开始屏幕," 
{[@3#@]}"," 
{[@3#@]}",
"245
{[@1#8383#39677#36381856@]}",Client Settings,客户端设置," 
{[@3#@]}"," 
{[@3#@]}",
"246
{[@1#8383#39677#36381857@]}",Client Downloads,客户端下载," 
{[@3#@]}"," 
{[@3#@]}",
"247
{[@1#8383#39677#36381858@]}",Client SSL,客户端 SSL," 
{[@3#@]}"," 
{[@3#@]}",
"248
{[@1#8383#39677#36381859@]}",Client SSL Profile,客户端 SSL 概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"249
{[@1#8383#39677#36381860@]}",Client SSL Profiles,客户端 SSL 概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"250
{[@1#8383#39677#36381861@]}",Clock Skew,时钟偏差," 
{[@3#@]}"," 
{[@3#@]}",
"251
{[@1#8383#39677#36381862@]}",Certificate Authority,证书授权中心," 
{[@3#@]}"," 
{[@3#@]}",
"252
{[@1#8383#39677#36381863@]}",Certificate Authority Profile,证书授权中心概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"253
{[@1#8383#39677#36381864@]}",Certificate Authority Profiles,证书授权中心概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"254
{[@1#8383#39677#36381865@]}",Clear,清除," 
{[@3#@]}"," 
{[@3#@]}",
"255
{[@1#8383#39677#36381866@]}",Clone,复制," 
{[@3#@]}"," 
{[@3#@]}",
"256
{[@1#8383#39677#36381867@]}",Close,关闭," 
{[@3#@]}"," 
{[@3#@]}",
"257
{[@1#8383#39677#36381868@]}",Collapse,折叠," 
{[@3#@]}"," 
{[@3#@]}",
"258
{[@1#8383#39677#36381869@]}",Color,颜色," 
{[@3#@]}"," 
{[@3#@]}",
"259
{[@1#8383#39677#36381870@]}",Command Line Interface,命令行界面," 
{[@3#@]}"," 
{[@3#@]}",
"260
{[@1#8383#39677#36381871@]}",Comments,注释," 
{[@3#@]}"," 
{[@3#@]}",
"261
{[@1#8383#39677#36381872@]}",Comments:,注释：," 
{[@3#@]}"," 
{[@3#@]}",
"262
{[@1#8383#39677#36381873@]}","F5 Networks, Inc.","F5 Networks, Inc."," 
{[@3#@]}"," 
{[@3#@]}",
"263
{[@1#8383#39677#36381874@]}",Compatibility Level,兼容性级别," 
{[@3#@]}"," 
{[@3#@]}",
"264
{[@1#8383#39677#36381875@]}",Solutions for an application world,应用世界的解决方案," 
{[@3#@]}"," 
{[@3#@]}",
"265
{[@1#8383#39677#36381876@]}",http://www.f5.com/,http://www.f5.com/," 
{[@3#@]}"," 
{[@3#@]}",
"266
{[@1#8383#39677#36381877@]}",Complete,完成," 
{[@3#@]}"," 
{[@3#@]}",
"267
{[@1#8383#39677#36381878@]}",Connection Limit,连接限制," 
{[@3#@]}"," 
{[@3#@]}",
"268
{[@1#8383#39677#36381879@]}",Connection Rate Limit,连接速率限制," 
{[@3#@]}"," 
{[@3#@]}",
"269
{[@1#8383#39677#36381880@]}",Connection Rate Limit Mode,连接速率限制模式," 
{[@3#@]}"," 
{[@3#@]}",
"270
{[@1#8383#39677#36381881@]}",Connection Rate Limit Destination Mask,连接速率限制目标掩码," 
{[@3#@]}"," 
{[@3#@]}",
"271
{[@1#8383#39677#36381882@]}",Connection Rate Limit Source Mask,连接速率限制源掩码," 
{[@3#@]}"," 
{[@3#@]}",
"272
{[@1#8383#39677#36381883@]}",Connection Pooling,连接池," 
{[@3#@]}"," 
{[@3#@]}",
"273
{[@1#8383#39677#36381884@]}",Connection Mirroring,连接镜像," 
{[@3#@]}"," 
{[@3#@]}",
"274
{[@1#8383#39677#36381885@]}",Confirm,确认," 
{[@3#@]}"," 
{[@3#@]}",
"275
{[@1#8383#39677#36381886@]}",Confirm Delete?,是否确认删除？," 
{[@3#@]}"," 
{[@3#@]}",
"276
{[@1#8383#39677#36381887@]}",Please review your selections and confirm this action.,请查看您的选项并确认此操作。," 
{[@3#@]}"," 
{[@3#@]}",
"277
{[@1#8383#39677#36381888@]}",Configuration,配置," 
{[@3#@]}"," 
{[@3#@]}",
"278
{[@1#8383#39677#36381889@]}",Configure DNS,配置 DNS," 
{[@3#@]}"," 
{[@3#@]}",
"279
{[@1#8383#39677#36381890@]}",Configure NTP,配置 NTP," 
{[@3#@]}"," 
{[@3#@]}",
"280
{[@1#8383#39677#36381891@]}",Connect,连接," 
{[@3#@]}"," 
{[@3#@]}",
"281
{[@1#8383#39677#36381892@]}",Connection,连接," 
{[@3#@]}"," 
{[@3#@]}",
"282
{[@1#8383#39677#36381893@]}",Connection Pool Profile,连接池概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"283
{[@1#8383#39677#36381894@]}",Connections,连接," 
{[@3#@]}"," 
{[@3#@]}",
"284
{[@1#8383#39677#36381895@]}",connections,连接," 
{[@3#@]}"," 
{[@3#@]}",
"285
{[@1#8383#39677#36381896@]}",Connection Test,连接测试," 
{[@3#@]}"," 
{[@3#@]}",
"286
{[@1#8383#39677#36381897@]}",Context,上下文," 
{[@3#@]}"," 
{[@3#@]}",
"287
{[@1#8383#39677#36381898@]}",Continue,继续," 
{[@3#@]}"," 
{[@3#@]}",
"288
{[@1#8383#39677#36381899@]}",Continue...,继续...," 
{[@3#@]}"," 
{[@3#@]}",
"289
{[@1#8383#39677#36381900@]}",Controller,控制器," 
{[@3#@]}"," 
{[@3#@]}",
"290
{[@1#8383#39677#36381901@]}",Content Type:,内容类型：," 
{[@3#@]}"," 
{[@3#@]}",
"291
{[@1#8383#39677#36381902@]}",Count,计数," 
{[@3#@]}"," 
{[@3#@]}",
"292
{[@1#8383#39677#36381903@]}",CPU Count,CPU 计数," 
{[@3#@]}"," 
{[@3#@]}",
"293
{[@1#8383#39677#36381904@]}",CPU Mode,CPU 模式," 
{[@3#@]}"," 
{[@3#@]}",
"294
{[@1#8383#39677#36381905@]}",created,已创建," 
{[@3#@]}"," 
{[@3#@]}",
"295
{[@1#8383#39677#36381906@]}",Created,已创建," 
{[@3#@]}"," 
{[@3#@]}",
"296
{[@1#8383#39677#36381907@]}",Average,平均," 
{[@3#@]}"," 
{[@3#@]}",
"297
{[@1#8383#39677#36381908@]}",Click here for product and copyright information.,单击此处获取产品和版权信息。," 
{[@3#@]}"," 
{[@3#@]}",
"298
{[@1#8383#39677#36381909@]}","(c) Copyright F5 Networks, Inc.","(c) Copyright F5 Networks, Inc."," 
{[@3#@]}"," 
{[@3#@]}",
"299
{[@1#8383#39677#36381910@]}","(c) Copyright 1996-2018, F5 Networks, Inc., Seattle, Washington.","(c) Copyright 1996-2018, F5 Networks, Inc., Seattle, Washington."," 
{[@3#@]}"," 
{[@3#@]}",
"299-2
{[@1#8383#39677#36394346@]}",All rights reserved.,保留所有权利。," 
{[@3#@]}"," 
{[@3#@]}",
"300
{[@1#8383#39677#36381911@]}","(c) Copyright 1996-2018, F5 Networks, Inc., Seattle, Washington.","(c) Copyright 1996-2018, F5 Networks, Inc., Seattle, Washington."," 
{[@3#@]}"," 
{[@3#@]}",
"300-2
{[@1#8383#39677#36394347@]}",All rights reserved.,保留所有权利。," 
{[@3#@]}"," 
{[@3#@]}",
"300-3
{[@1#8383#39677#36394348@]}","F5, F5 Networks, the F5 logo, BIG-IP, 3-DNS, iControl, GLOBAL-SITE, SEE-IT, EDGE-FX, FireGuard, Internet Control Architecture, IP Application Switch, and Packet Velocity are registered trademarks or trademarks of F5 Networks, Inc. in the U.S. and certain other countries.","F5、F5 Networks、F5 徽标、BIG-IP、3-DNS、iControl、GLOBAL-SITE、SEE-IT、EDGE-FX、FireGuard、Internet Control Architecture、P Application Switch 和 Packet Velocity 是 F5 Networks, Inc. 在美国和部分其他国家或地区的注册商标或商标。"," 
{[@3#@]}"," 
{[@3#@]}",
"300-4
{[@1#8383#39677#36394349@]}",All other product and company names are registered trademarks or trademarks of their respective holders.,所有其他产品和公司名是其各自持有者的注册商标和商标。," 
{[@3#@]}"," 
{[@3#@]}",
"300-5
{[@1#8383#39677#36394350@]}",F5 trademarks may not be used in connection with any product or service except as permitted in writing by F5.,未经 F5 书面许可，F5 商标不得用于任何产品或服务。," 
{[@3#@]}"," 
{[@3#@]}",
"301
{[@1#8383#39677#36381912@]}",Create,创建," 
{[@3#@]}"," 
{[@3#@]}",
"302
{[@1#8383#39677#36381913@]}",Created by,创建人," 
{[@3#@]}"," 
{[@3#@]}",
"303
{[@1#8383#39677#36381914@]}",Created on,创建时间," 
{[@3#@]}"," 
{[@3#@]}",
"304
{[@1#8383#39677#36381915@]}",Critical,关键," 
{[@3#@]}"," 
{[@3#@]}",
"305
{[@1#8383#39677#36381916@]}",Current,当前," 
{[@3#@]}"," 
{[@3#@]}",
"306
{[@1#8383#39677#36381917@]}",Current Sessions,当前会话," 
{[@3#@]}"," 
{[@3#@]}",
"307
{[@1#8383#39677#36381918@]}",All Sessions,全部会话," 
{[@3#@]}"," 
{[@3#@]}",
"308
{[@1#8383#39677#36381919@]}",Client IP,客户端 IP," 
{[@3#@]}"," 
{[@3#@]}",
"309
{[@1#8383#39677#36381920@]}",Custom,自定义," 
{[@3#@]}"," 
{[@3#@]}",
"310
{[@1#8383#39677#36381921@]}",Customization,自定义," 
{[@3#@]}"," 
{[@3#@]}",
"311
{[@1#8383#39677#36381922@]}",Custom...,自定义...," 
{[@3#@]}"," 
{[@3#@]}",
"312
{[@1#8383#39677#36381923@]}",DNS,DNS," 
{[@3#@]}"," 
{[@3#@]}",
"313
{[@1#8383#39677#36381924@]}",DNS Profile,DNS 概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"314
{[@1#8383#39677#36381925@]}",DNS Profiles,DNS 概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"315
{[@1#8383#39677#36381926@]}",Daemon,守护程序," 
{[@3#@]}"," 
{[@3#@]}",
"316
{[@1#8383#39677#36381927@]}",Daemons,守护程序," 
{[@3#@]}"," 
{[@3#@]}",
"317
{[@1#8383#39677#36381928@]}",DAG Round Robin,DAG 循环," 
{[@3#@]}"," 
{[@3#@]}",
"318
{[@1#8383#39677#36381929@]}",DAG Tunnel,DAG 通道," 
{[@3#@]}"," 
{[@3#@]}",
"319
{[@1#8383#39677#36381930@]}",Data Center,数据中心," 
{[@3#@]}"," 
{[@3#@]}",
"320
{[@1#8383#39677#36381931@]}",Data Center List,数据中心列表," 
{[@3#@]}"," 
{[@3#@]}",
"321
{[@1#8383#39677#36381932@]}",Data Centers,数据中心," 
{[@3#@]}"," 
{[@3#@]}",
"322
{[@1#8383#39677#36381933@]}",Related iRules,相关 iRule," 
{[@3#@]}"," 
{[@3#@]}",
"323
{[@1#8383#39677#36381934@]}",Data Format,数据格式," 
{[@3#@]}"," 
{[@3#@]}",
"324
{[@1#8383#39677#36381935@]}",Datagrams,数据报," 
{[@3#@]}"," 
{[@3#@]}",
"325
{[@1#8383#39677#36381936@]}",Data Groups,数据群组," 
{[@3#@]}"," 
{[@3#@]}",
"326
{[@1#8383#39677#36381937@]}",Data Group,数据群组," 
{[@3#@]}"," 
{[@3#@]}",
"327
{[@1#8383#39677#36381938@]}",Database,数据库," 
{[@3#@]}"," 
{[@3#@]}",
"328
{[@1#8383#39677#36381939@]}",Databases,数据库," 
{[@3#@]}"," 
{[@3#@]}",
"329
{[@1#8383#39677#36381940@]}",Data Type,数据类型," 
{[@3#@]}"," 
{[@3#@]}",
"330
{[@1#8383#39677#36381941@]}",Date,日期," 
{[@3#@]}"," 
{[@3#@]}",
"331
{[@1#8383#39677#36381942@]}",Decode,解码," 
{[@3#@]}"," 
{[@3#@]}",
"332
{[@1#8383#39677#36381943@]}",Default,默认," 
{[@3#@]}"," 
{[@3#@]}",
"333
{[@1#8383#39677#36381944@]}",Default Gateway,默认网关," 
{[@3#@]}"," 
{[@3#@]}",
"334
{[@1#8383#39677#36381945@]}",Default IPv4 Gateway,默认 IPv4 网关," 
{[@3#@]}"," 
{[@3#@]}",
"335
{[@1#8383#39677#36381946@]}",Default IPv6 Gateway,默认 IPv6 网关," 
{[@3#@]}"," 
{[@3#@]}",
"336
{[@1#8383#39677#36381947@]}",Customization Settings for English,英语自定义设置," 
{[@3#@]}"," 
{[@3#@]}",
"337
{[@1#8383#39677#36381948@]}",Default Settings,默认设置," 
{[@3#@]}"," 
{[@3#@]}",
"338
{[@1#8383#39677#36381949@]}",Definition,定义," 
{[@3#@]}"," 
{[@3#@]}",
"339
{[@1#8383#39677#36381950@]}",Delay State,延迟状态," 
{[@3#@]}"," 
{[@3#@]}",
"340
{[@1#8383#39677#36381951@]}",Delete,删除," 
{[@3#@]}"," 
{[@3#@]}",
"341
{[@1#8383#39677#36381952@]}",Delete Confirm,删除确认," 
{[@3#@]}"," 
{[@3#@]}",
"342
{[@1#8383#39677#36381953@]}",deleted,已删除," 
{[@3#@]}"," 
{[@3#@]}",
"343
{[@1#8383#39677#36381954@]}",Delete selected records?,是否删除所选记录？," 
{[@3#@]}"," 
{[@3#@]}",
"344
{[@1#8383#39677#36381955@]}",Deny,拒绝," 
{[@3#@]}"," 
{[@3#@]}",
"345
{[@1#8383#39677#36381956@]}",DES,DES," 
{[@3#@]}"," 
{[@3#@]}",
"346
{[@1#8383#39677#36381957@]}",Description,说明," 
{[@3#@]}"," 
{[@3#@]}",
"347
{[@1#8383#39677#36381958@]}",Destination,目标," 
{[@3#@]}"," 
{[@3#@]}",
"348
{[@1#8383#39677#36381959@]}",Destination Port,目标端口," 
{[@3#@]}"," 
{[@3#@]}",
"349
{[@1#8383#39677#36381960@]}",Details,详细信息," 
{[@3#@]}"," 
{[@3#@]}",
"350
{[@1#8383#39677#36381961@]}",Details...,详细信息...," 
{[@3#@]}"," 
{[@3#@]}",
"351
{[@1#8383#39677#36381962@]}",Device,设备," 
{[@3#@]}"," 
{[@3#@]}",
"352
{[@1#8383#39677#36381963@]}",Device...,设备...," 
{[@3#@]}"," 
{[@3#@]}",
"353
{[@1#8383#39677#36381964@]}",Device Group,设备组," 
{[@3#@]}"," 
{[@3#@]}",
"354
{[@1#8383#39677#36381965@]}",Device Group List,设备组列表," 
{[@3#@]}"," 
{[@3#@]}",
"355
{[@1#8383#39677#36381966@]}",Device Groups,设备组," 
{[@3#@]}"," 
{[@3#@]}",
"356
{[@1#8383#39677#36381967@]}",Device List,设备列表," 
{[@3#@]}"," 
{[@3#@]}",
"357
{[@1#8383#39677#36381968@]}",New Device...,新建设备...," 
{[@3#@]}"," 
{[@3#@]}",
"358
{[@1#8383#39677#36381969@]}",New Device Group...,新建设备组...," 
{[@3#@]}"," 
{[@3#@]}",
"359
{[@1#8383#39677#36381970@]}",Devices,设备," 
{[@3#@]}"," 
{[@3#@]}",
"360
{[@1#8383#39677#36381971@]}",Devices Lists,设备列表," 
{[@3#@]}"," 
{[@3#@]}",
"361
{[@1#8383#39677#36381972@]}",Device Management,设备管理," 
{[@3#@]}"," 
{[@3#@]}",
"362
{[@1#8383#39677#36381973@]}",Device Access,设备访问," 
{[@3#@]}"," 
{[@3#@]}",
"363
{[@1#8383#39677#36381974@]}",Device IP Address,设备 IP 地址," 
{[@3#@]}"," 
{[@3#@]}",
"364
{[@1#8383#39677#36381975@]}",Device Services,设备服务," 
{[@3#@]}"," 
{[@3#@]}",
"365
{[@1#8383#39677#36381976@]}",Device Status,设备状态," 
{[@3#@]}"," 
{[@3#@]}",
"366
{[@1#8383#39677#36381977@]}",Device Trust,设备信任," 
{[@3#@]}"," 
{[@3#@]}",
"367
{[@1#8383#39677#36381978@]}",Device Type,设备类型," 
{[@3#@]}"," 
{[@3#@]}",
"368
{[@1#8383#39677#36381979@]}",Diameter,Diameter," 
{[@3#@]}"," 
{[@3#@]}",
"369
{[@1#8383#39677#36381980@]}",Diameter Profile,Diameter 概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"370
{[@1#8383#39677#36381981@]}",Diameter Profiles,Diameter 概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"371
{[@1#8383#39677#36381982@]}",FIX Profile,FIX 概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"372
{[@1#8383#39677#36381983@]}",FIX Profiles,FIX 概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"373
{[@1#8383#39677#36381984@]}",SSL Forward Proxy,SSL 正向代理," 
{[@3#@]}"," 
{[@3#@]}",
"374
{[@1#8383#39677#36381985@]}",ICAP,ICAP," 
{[@3#@]}"," 
{[@3#@]}",
"375
{[@1#8383#39677#36381986@]}",ICAP Profile,ICAP 概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"376
{[@1#8383#39677#36381987@]}",ICAP Profiles,ICAP 概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"377
{[@1#8383#39677#36381988@]}",Refuse,拒绝," 
{[@3#@]}"," 
{[@3#@]}",
"378
{[@1#8383#39677#36381989@]}",Request Adapt,请求适配," 
{[@3#@]}"," 
{[@3#@]}",
"379
{[@1#8383#39677#36381990@]}",Request Adapt Profile,请求适配概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"380
{[@1#8383#39677#36381991@]}",Request Adapt Profiles,请求适配概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"381
{[@1#8383#39677#36381992@]}",Response Adapt,响应适配," 
{[@3#@]}"," 
{[@3#@]}",
"382
{[@1#8383#39677#36381993@]}",Response Adapt Profile,响应适配概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"383
{[@1#8383#39677#36381994@]}",Response Adapt Profiles,响应适配概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"384
{[@1#8383#39677#36381995@]}",Diameter Session,Diameter 会话," 
{[@3#@]}"," 
{[@3#@]}",
"385
{[@1#8383#39677#36381996@]}",Diameter Session Profiles,Diameter 会话概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"386
{[@1#8383#39677#36381997@]}",Diameter Router,Diameter 路由器," 
{[@3#@]}"," 
{[@3#@]}",
"387
{[@1#8383#39677#36381998@]}",Diameter Routing,Diameter 路由," 
{[@3#@]}"," 
{[@3#@]}",
"388
{[@1#8383#39677#36381999@]}",Diameter Routing Profile,Diameter 路由概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"389
{[@1#8383#39677#36382000@]}",Diameter Routing Profiles,Diameter 路由概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"390
{[@1#8383#39677#36382001@]}",Diamond,菱形," 
{[@3#@]}"," 
{[@3#@]}",
"391
{[@1#8383#39677#36382002@]}",Direction,方向," 
{[@3#@]}"," 
{[@3#@]}",
"392
{[@1#8383#39677#36382003@]}",Directory,目录," 
{[@3#@]}"," 
{[@3#@]}",
"393
{[@1#8383#39677#36382004@]}",Disable,禁用," 
{[@3#@]}"," 
{[@3#@]}",
"394
{[@1#8383#39677#36382005@]}",Disabled,已禁用," 
{[@3#@]}"," 
{[@3#@]}",
"395
{[@1#8383#39677#36382006@]}",disabled,已禁用," 
{[@3#@]}"," 
{[@3#@]}",
"396
{[@1#8383#39677#36382007@]}",Auto Delete,自动删除," 
{[@3#@]}"," 
{[@3#@]}",
"397
{[@1#8383#39677#36382008@]}",Disabled...,已禁用...," 
{[@3#@]}"," 
{[@3#@]}",
"398
{[@1#8383#39677#36382009@]}",Disabled (Duration),已禁用（持续时间）," 
{[@3#@]}"," 
{[@3#@]}",
"399
{[@1#8383#39677#36382010@]}",Disable the checked object(s),禁用所选对象," 
{[@3#@]}"," 
{[@3#@]}",
"400
{[@1#8383#39677#36382011@]}",Disabled Parent,已禁用父对象," 
{[@3#@]}"," 
{[@3#@]}",
"401
{[@1#8383#39677#36382012@]}",Discard,放弃," 
{[@3#@]}"," 
{[@3#@]}",
"402
{[@1#8383#39677#36382013@]}",Discard Changes?,是否放弃更改？," 
{[@3#@]}"," 
{[@3#@]}",
"403
{[@1#8383#39677#36382014@]}",Display,显示," 
{[@3#@]}"," 
{[@3#@]}",
"404
{[@1#8383#39677#36382015@]}",Display Options,显示选项," 
{[@3#@]}"," 
{[@3#@]}",
"405
{[@1#8383#39677#36382016@]}",Display LCD System Menu,显示 LCD 系统菜单," 
{[@3#@]}"," 
{[@3#@]}",
"406
{[@1#8383#39677#36382017@]}",DNS Configuration,DNS 配置," 
{[@3#@]}"," 
{[@3#@]}",
"407
{[@1#8383#39677#36382018@]}",DNS Resolvers,DNS 解析器," 
{[@3#@]}"," 
{[@3#@]}",
"408
{[@1#8383#39677#36382019@]}",DNS Suffix,DNS 后缀," 
{[@3#@]}"," 
{[@3#@]}",
"409
{[@1#8383#39677#36382020@]}",DNS Suffixes,DNS 后缀," 
{[@3#@]}"," 
{[@3#@]}",
"410
{[@1#8383#39677#36382021@]}",Domain,域," 
{[@3#@]}"," 
{[@3#@]}",
"411
{[@1#8383#39677#36382022@]}",Domain Name Server Configuration,域名服务器配置," 
{[@3#@]}"," 
{[@3#@]}",
"412
{[@1#8383#39677#36382023@]}",DoS Mode,DoS 模式," 
{[@3#@]}"," 
{[@3#@]}",
"413
{[@1#8383#39677#36382024@]}",DoS Source,DoS 源," 
{[@3#@]}"," 
{[@3#@]}",
"414
{[@1#8383#39677#36382025@]}",Threshold Type,阈值类型," 
{[@3#@]}"," 
{[@3#@]}",
"415
{[@1#8383#39677#36382026@]}",Attack Type,攻击类型," 
{[@3#@]}"," 
{[@3#@]}",
"416
{[@1#8383#39677#36382027@]}",Old Value,旧值," 
{[@3#@]}"," 
{[@3#@]}",
"417
{[@1#8383#39677#36382028@]}",New Value,新值," 
{[@3#@]}"," 
{[@3#@]}",
"418
{[@1#8383#39677#36382029@]}",Event,事件," 
{[@3#@]}"," 
{[@3#@]}",
"419
{[@1#8383#39677#36382030@]}",Signature Name,签名名称," 
{[@3#@]}"," 
{[@3#@]}",
"420
{[@1#8383#39677#36382031@]}",Family,系列," 
{[@3#@]}"," 
{[@3#@]}",
"421
{[@1#8383#39677#36382032@]}",Protected Object,受保护对象," 
{[@3#@]}"," 
{[@3#@]}",
"422
{[@1#8383#39677#36382033@]}",Detection Threshold EPS,检测阈值 EPS," 
{[@3#@]}"," 
{[@3#@]}",
"423
{[@1#8383#39677#36382034@]}",Mitigation Threshold EPS,缓解阈值 EPS," 
{[@3#@]}"," 
{[@3#@]}",
"424
{[@1#8383#39677#36382035@]}",Predicates String,预测字符串," 
{[@3#@]}"," 
{[@3#@]}",
"425
{[@1#8383#39677#36382036@]}",State,状态," 
{[@3#@]}"," 
{[@3#@]}",
"426
{[@1#8383#39677#36382037@]}",Dynamic Signatures,动态签名," 
{[@3#@]}"," 
{[@3#@]}",
"427
{[@1#8383#39677#36382038@]}",Down,向下," 
{[@3#@]}"," 
{[@3#@]}",
"428
{[@1#8383#39677#36382039@]}",Download,下载," 
{[@3#@]}"," 
{[@3#@]}",
"429
{[@1#8383#39677#36382040@]}",Download:,下载：," 
{[@3#@]}"," 
{[@3#@]}",
"430
{[@1#8383#39677#36382041@]}",Download Client Components,下载客户端组件," 
{[@3#@]}"," 
{[@3#@]}",
"431
{[@1#8383#39677#36382042@]}",Download URL,下载 URL," 
{[@3#@]}"," 
{[@3#@]}",
"432
{[@1#8383#39677#36382043@]}",Drive,驱动," 
{[@3#@]}"," 
{[@3#@]}",
"433
{[@1#8383#39677#36382044@]}",Drop,放置," 
{[@3#@]}"," 
{[@3#@]}",
"434
{[@1#8383#39677#36382045@]}",Drops,放置," 
{[@3#@]}"," 
{[@3#@]}",
"435
{[@1#8383#39677#36382046@]}",Duplicate,重复," 
{[@3#@]}"," 
{[@3#@]}",
"436
{[@1#8383#39677#36382047@]}",Edit,编辑," 
{[@3#@]}"," 
{[@3#@]}",
"437
{[@1#8383#39677#36382048@]}",Enable,启用," 
{[@3#@]}"," 
{[@3#@]}",
"438
{[@1#8383#39677#36382049@]}",Enabled,已启用," 
{[@3#@]}"," 
{[@3#@]}",
"439
{[@1#8383#39677#36382050@]}",enabled,已启用," 
{[@3#@]}"," 
{[@3#@]}",
"440
{[@1#8383#39677#36382051@]}",Enabled (No Delete),已启用（不删除）," 
{[@3#@]}"," 
{[@3#@]}",
"441
{[@1#8383#39677#36382052@]}",Enabled...,已启用...," 
{[@3#@]}"," 
{[@3#@]}",
"442
{[@1#8383#39677#36382053@]}",Enabled / Disabled Setting,已启用/已禁用设置," 
{[@3#@]}"," 
{[@3#@]}",
"443
{[@1#8383#39677#36382054@]}",Enable the checked object(s),启用所选对象," 
{[@3#@]}"," 
{[@3#@]}",
"444
{[@1#8383#39677#36382055@]}",Force the checked object(s) offline.,强制所选对象脱机。," 
{[@3#@]}"," 
{[@3#@]}",
"445
{[@1#8383#39677#36382056@]}",End,结束," 
{[@3#@]}"," 
{[@3#@]}",
"446
{[@1#8383#39677#36382057@]}",End Time,结束时间," 
{[@3#@]}"," 
{[@3#@]}",
"447
{[@1#8383#39677#36382058@]}",entries,条目数," 
{[@3#@]}"," 
{[@3#@]}",
"448
{[@1#8383#39677#36382059@]}",Error,错误," 
{[@3#@]}"," 
{[@3#@]}",
"449
{[@1#8383#39677#36382060@]}",Errors,错误," 
{[@3#@]}"," 
{[@3#@]}",
"450
{[@1#8383#39677#36382061@]}",Error Details,错误详细信息," 
{[@3#@]}"," 
{[@3#@]}",
"451
{[@1#8383#39677#36382062@]}",Event,事件," 
{[@3#@]}"," 
{[@3#@]}",
"452
{[@1#8383#39677#36382063@]}",Exclude,排除," 
{[@3#@]}"," 
{[@3#@]}",
"453
{[@1#8383#39677#36382064@]}",Excluded,已排除," 
{[@3#@]}"," 
{[@3#@]}",
"454
{[@1#8383#39677#36382065@]}",Exclude List,排除列表," 
{[@3#@]}"," 
{[@3#@]}",
"455
{[@1#8383#39677#36382066@]}",executed,已执行," 
{[@3#@]}"," 
{[@3#@]}",
"456
{[@1#8383#39677#36382067@]}",Exit Wizard,退出向导," 
{[@3#@]}"," 
{[@3#@]}",
"457
{[@1#8383#39677#36382068@]}",Exit current section,退出当前部分," 
{[@3#@]}"," 
{[@3#@]}",
"458
{[@1#8383#39677#36382069@]}",Expiration,过期," 
{[@3#@]}"," 
{[@3#@]}",
"459
{[@1#8383#39677#36382070@]}",Expired 1 day ago,已于 1 日前过期," 
{[@3#@]}"," 
{[@3#@]}",
"460
{[@1#8383#39677#36382071@]}",Expired %d days ago,已于 %d 日前过期," 
{[@3#@]}"," 
{[@3#@]}",
"461
{[@1#8383#39677#36382072@]}",Expired 1 hour ago,已于 1 小时前过期," 
{[@3#@]}"," 
{[@3#@]}",
"462
{[@1#8383#39677#36382073@]}",Expired %d hours ago,已于 %d 小时前过期," 
{[@3#@]}"," 
{[@3#@]}",
"463
{[@1#8383#39677#36382074@]}",Expired 1 minute ago,已于 1 分钟前过期," 
{[@3#@]}"," 
{[@3#@]}",
"464
{[@1#8383#39677#36382075@]}",Expired %d minutes ago,已于 %d 分钟前过期," 
{[@3#@]}"," 
{[@3#@]}",
"465
{[@1#8383#39677#36382076@]}",Expires in 1 day,将于 1 日内过期," 
{[@3#@]}"," 
{[@3#@]}",
